Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-119.591,180,bottom
C1_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,131.49,-121.4785,-90,bottom
C2,4.7uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,151.74,-128.591,90,bottom
C3,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,152.49,-119.091,0,bottom
C4,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,153.49,-128.841,-90,bottom
C5,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-131.091,180,bottom
C6,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-122.591,180,bottom
C7,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,132.99,-124.591,180,bottom
C8,12pF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,148.29,-128.546,0,bottom
C9,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,130.6025,-116.091,0,bottom
C10,12pF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,148.27,-122.896,0,bottom
C29,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-121.091,180,bottom
C30,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,152.49,-120.591,0,bottom
C31,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-124.091,180,bottom
C32,1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,144.3775,-129.591,180,bottom
C33,10uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,146.84,-120.4535,90,bottom
C34,0.1uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,144.7025,-125.841,0,bottom
C35,1uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,144.7025,-127.841,0,bottom
IC2,TPS2552DRVT-1,TPS2552DRVT-1,130.54,-118.341,180,bottom
R1_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,134.24,-120.341,180,bottom
R1_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,134.29,-118.341,0,bottom
R26,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,138.74,-124.341,0,bottom
R27,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,136.91,-122.341,0,bottom
R28,470R,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,138.74,-120.341,0,bottom
Y1,ABS07AIG-32.768KHZ-9-1-T,ABS07AIG-32,148.43,-125.716,90,bottom
BT1,Battery_Cell,16340 Pin 1 Single,108.415,-66.466,90,top
BT2,Battery_Cell,16340 Pin 1 Single,142.565,-88.466,90,top
BT3,Battery_Cell,16340 Battery,125.49,-106.398,-90,top
BT4,Battery_Cell,16340 Pin 2 Single,108.415,-128.466,90,top
BT5,Battery_Cell,16340 Pin 1 Single,186.565,-66.466,90,top
BT6,Battery_Cell,16340 Pin 1 Single,152.415,-88.466,90,top
BT7,Battery_Cell,16340 Battery,169.49,-106.398,90,top
BT8,Battery_Cell,16340 Pin 2 Single,186.565,-128.466,90,top
C2_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,170.83,-121.901,0,top
C5_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,132.02,-128.794,0,top
C6_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,132.23,-117.144,0,top
C7_RETRY1,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,130.3575,-101.7675,180,top
C11,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,170.84,-117.721,180,top
C21,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,176.3625,-114.981,-90,top
C22,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,135.34,-126.134,0,top
C25,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,135.56,-114.474,0,top
C26,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,127.0375,-104.3975,180,top
C43,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,163.1622,-131.370999,0,top
C61,4.7uF,C_0603_1608Metric,108.29,-101.971,-90,top
C62,10uF,C_0603_1608Metric,189,-115.22,-90,top
C63,4.7uF,C_0603_1608Metric,106.8,-101.921,-90,top
C64,0.1uF,C_0201_0603Metric,188.35,-117.614298,-90,top
C65,33nF,C_0201_0603Metric,187.26,-117.944298,0,top
C66,0.01uF,C_0402_1005Metric,111.75,-96.8,-90,top
C67,4.7uF,C_0603_1608Metric,113.87,-92.961,0,top
C68,22uF,C_1206_3216Metric,180.02,-120.315,-90,top
C80,1uF,C_0201_0603Metric,151.3675,-98.36,90,top
C82,10uF,C_0201_0603Metric,164.1875,-96.9685,-90,top
C83,10uF,C_0201_0603Metric,163.4075,-96.9635,-90,top
C84,10uF,C_0201_0603Metric,188.1575,-100.5535,90,top
C85,10uF,C_0201_0603Metric,188.9375,-100.5585,90,top
C89,1uF,C_0201_0603Metric,163.56,-107.3675,0,top
C90,4.7uF,C_0603_1608Metric,109.14,-123.981,-90,top
C91,4.7uF,C_0603_1608Metric,107.63,-123.971,-90,top
C92,0.01uF,C_0402_1005Metric,112.09,-118.84,-90,top
C94,4.7uF,C_0603_1608Metric,108.045,-110.761,180,top
C105,0.1uF,C_0201_0603Metric,168.4,-100.1335,180,top
C144,0.1uF,C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,159.8197,-131.370999,0,top
C991,1uF,C_0201_0603Metric,164.1975,-98.5985,90,top
D1,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,136.99,-123.091,0,top
D5,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,136.99,-122.341,0,top
D6,B340,D_SMC,112.94,-105.411,-90,top
D7,SS14,D_SMA,177.08,-68.201,0,top
D14,LED,LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder,136.99,-121.591,0,top
D50,LED,LED_0201_0603Metric,161.69,-96.85,90,top
D51,LED,LED_0201_0603Metric,157.4,-99.2135,180,top
D52,LED,LED_0201_0603Metric,157.4075,-98.4435,180,top
D53,BAT54J,D_SOD-323F,163.81,-105.37,-90,top
D60,B340,D_SMC,113.22,-127.471,-90,top
FB1,FerriteBead_Small,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,139.74,-133.091,0,top
IC3,TPS2552DRVT-1,TPS2552DRVT-1,170.93,-119.801,0,top
IC7,TPS2552DRVT-1,TPS2552DRVT-1,132.03,-126.714,0,top
IC8,TPS2552DRVT-1,TPS2552DRVT-1,132.26,-115.074,0,top
IC9,TPS2552DRVT-1,TPS2552DRVT-1,130.345,-103.8175,180,top
J2,IPS1-120-01-L-D-RA,IPS1-120-01-L-D-RA,147.49,-69.06,180,top
J3,SWD,PinHeader_1x05_P2.54mm_Vertical,170.98,-124.611,0,top
J4,USART,PinHeader_1x02_P2.54mm_Vertical,135.53,-132.821,0,top
L1,2.2uH,L_0805_2012Metric,183.5625,-112.76,180,top
L2,22uH,L_0805_2012Metric,113.06,-99.45,180,top
L20,22uH,L_0805_2012Metric,113.7775,-121.57,180,top
L25,6.8uH,L_10.4x10.4_H4.8,174.98,-100.1135,0,top
Q100,Si7617DN,Vishay_PowerPAK_1212-8_Single,167.015,-97.906,180,top
Q101,Si7617DN,Vishay_PowerPAK_1212-8_Single,167.005,-102.3735,180,top
Q200,AO3400A,SOT-23,155.995,-137.3335,-90,top
Q201,AO3400A,SOT-23,140.085,-137.311,-90,top
R1,0.33,R_1206_3216Metric,184.295,-78.246,-90,top
R2,0.33,R_1206_3216Metric,162.125,-77.526,-90,top
R2_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,173.48,-119.951,90,top
R2_ILIM1,88.7kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168.15,-123.011,-90,top
R4,0.05,R_1206_3216Metric,130.98,-77.561,-90,top
R5,10k,R_0805_2012Metric,131.7075,-80.8235,0,top
R5_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,134.62,-128.764,-90,top
R5_ILIM1,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.49,-127.634,180,top
R6,10k,R_0805_2012Metric,131.7375,-82.7435,0,top
R6_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,134.86,-117.064,-90,top
R6_ILIM1,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,128.71,-116.074,180,top
R7_FAULT1,102kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,126.86,-102.67,180,top
R7_ILIM1,226kR,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,133.855,-103.0375,0,top
R12,0.33,R_1206_3216Metric,180.525,-74.426,0,top
R13,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,178.8425,-115.761,0,top
R14,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,178.8525,-114.191,0,top
R15,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,157.5625,-114.2685,90,top
R16,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,145.8775,-96.21,-90,top
R17,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,183.86,-110.251,90,top
R18,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,116.74,-95.581,90,top
R19,5kR,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,117.3,-118.601,90,top
R20,0.33,R_1206_3216Metric,158.385,-73.826,0,top
R21,0.05,R_1206_3216Metric,134.78,-73.831,180,top
